0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
United States,2014-01-09,Insurance,"Summit Holding Southeast, Inc.",250.0,Divestiture,"American Financial Group, Inc., Great American Insurance Group Tower, 301 E. 4th Street, Cincinnati, Ohio, 45202, United States, (513) 579 2121, www.afginc.com",AFGC,51.3,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2014-01-22,Leisure,Protea Hospitality Holdings,186.0,Add-on Acquisition,"Marriott International, Inc., 10400 Fernwood Road, Bethesda, Maryland, 20817, United States, (301) 380-3000, www.marriott.com",MAR,51.3,63.0,0.5299539170506913,0.4280853696257346,0.654944627938605,0.4718443258136731,-4.1059090909090905,-2.694150417827298,3.506253500093336,5.657174762702402,-6.510638297872339,-29.134615384615387,9.251428571428573,9.202479338842975,0.07886343867787765,0.08663537208339088,0.08041799182189914,0.14580481126540193,0.3079044117647059,0.3155378486055777,0.32606941081517354,0.4909456740442656,16.54785007943923,11.646443738809225,19.38493327146068,17.48313215655209,26.67349994332324,17.93608693397113,29.423041956304946,36.709479935823715,-9.129611571510182,-4.2916709404682996,4.437897685401231,14.952297941475933,24.70497596226617,12.733139401885287,16.742125282179156,26.95477162877041,1.4558673135200348,1.0635854394781996,1.5430530213990004,2.6187723071761586,2014,1,69.3511,289615384.0,20085145457.3224,104000000.0,2375000000.0,22356145457.3224,57.7542,266770186.0,15407098676.281199,96000000.0,2869000000.0,18180098676.281197,81.6844,291044776.0,23773817900.6944,858000000.0,8197000000.0,31112817900.6944,142.8764,374863387.0,53559131226.3668,383000000.0,7840000000.0,61016131226.3668
United States,2014-01-06,Medical Products,"TYRX, Inc.",160.0,Add-on Acquisition,"Medtronic plc, 20 On Hatch, Lower Hatch Street, Dublin, Ireland, 353 1 438 1700, www.medtronic.com",MDT,51.3,63.0,3.8154344306529953,3.3624768341872886,3.2937892533147233,1.7437605159842962,0.9514992542303142,1.0042269396956602,0.9139119912413808,0.9888663161249204,6.8875,6.3994778067885125,4.774016468435499,6.1319073083778965,0.21787709497206706,0.17205468634322094,0.15038324142475634,0.15489734096263885,0.17273954116059378,0.23264486517498564,0.18404059040590406,0.12559756627553234,13.977843984708793,19.400678673506782,15.603725323109346,15.209349019380292,17.372747862969007,28.777534280373825,29.9756986178632,27.334895854021845,2.7386448696188856,1.4461751681382675,2.0370324743099713,2.192976428059273,11.6694,17.774163980604943,25.420427063758392,19.5707359580519,3.1312832813878275,3.7994128720201368,3.6782166860888568,3.7059899192191175,2014,1,52.5123,1014000000.0,53247472200.0,1403000000.0,10315000000.0,62159472200.0,69.4138,1109000000.0,76979904200.0,4843000000.0,33752000000.0,105888904200.0,74.3769,1425900000.0,106054021710.00002,2876000000.0,30109000000.0,133287021710.00002,79.1325,1391400000.0,110104960499.99998,4967000000.0,25921000000.0,131058960499.99998
United States,2014-01-23,Communications,Spanish-language cable television networks - Media World LLC,102.2,Divestiture,"Hemisphere Media Group, Inc., 4000 Ponce De Leon Boulevard Suite 650, Coral Gables, Florida, 33146, United States, (305) 421-6364, www.hemispheretv.com",HMTV,51.3,63.0,6.629838393207519,5.442057716436636,6.772320388672591,5.274956494225597,1.0217266675246577,0.9699039265578288,0.9694104106334002,1.084042125707397,,,,,0.11595781728562625,0.17552199707219354,0.2048150153401913,0.04234156061190384,0.18704758971199756,0.3969097054563013,0.3655716903989849,3.549525616698292,34.389205700334976,23.170386558234515,15.479687359356715,-401.5263157894737,50.02994032395567,44.90108450396681,26.04125,-32.56638880619232,2.059825671865311,2.213945542831098,1.7403374916462464,1.831539028228912,26.014189036103037,16.62523581092007,19.319230927750073,18.848244669394788,4.716231772763397,4.753031820633331,3.383811586356253,3.5155707674508294,2014,1,12.48,42321000.0,528166080.0,142010000.0,219541000.0,605697080.0,14.4,42840000.0,616896000.0,179532000.0,209391000.0,646755000.0,11.25,41666000.0,468742500.0,163090000.0,210270000.0,515922500.0,10.8,40515000.0,437562000.0,124299000.0,205509000.0,518772000.0
China,2014-01-07,Internet Software and Services,ToursForFun,100.0,Add-on Acquisition,"Trip.com Group Limited, No. 99 Fu Quan Road, Shanghai, 200335, China, 86 21 3406 4880, www.trip.com",TCOM,51.3,63.0,1.3430658361012824,1.2059869002201715,1.515477872574171,1.4092784972249894,2.2751535140072345,1.6675790201472869,1.0187348553431683,0.9123956810787872,,,,,0.018434689645258708,0.27578299703686365,-0.09153654781105196,0.12423637163753147,-0.1556799058699557,-0.02415181671272975,0.039115848202237936,-0.059615082056905924,8.355258717915905,0.4149109803958753,-37.761583226377844,5.026494428855176,3.7430326038855273,0.8063210291836374,-1.7948024244301684,1.74092864577552,0.09534744621711548,0.045385915836939086,0.03589520814570018,0.040804945966335035,-0.3200280752251728,0.8457755277461234,0.5602103099269705,0.5265245956463217,0.12366857300471135,0.1855437524103887,0.13354331382957896,0.13026991042091332,2014,1,23.78,38207860.0,908582910.8000001,5300887800.0,7984588050.0,3592283160.8,42.68,47375250.0,2021975670.0,19215674670.0,18354608260.0,1160909260.0,43.4,59166580.0,2567829572.0,18434681250.0,41367115910.0,25500264232.0,46.9,73810840.0,3461728396.0,18243000000.0,29220000000.0,14438728396.0
United States,2014-01-30,Medical Products,Solana Surgical LLC,90.0,Add-on Acquisition,"Wright Medical Group, Inc., 5677 Airline Road, Arlington, Tennessee, 38002, United States",PIH.TO,51.3,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-01-23,Internet Software and Services,Gravity,90.0,Add-on Acquisition,"AOL, Inc., 770 Broadway, New York, New York, 10003, United States, (212) 652-6400, www.aol.com",,51.3,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-01-22,Renewable Energy,"LS9, Inc.",61.5,Add-on Acquisition,"Renewable Energy Group, Inc., 416 South Bell Avenue, Ames, Iowa, 50010, United States, (515) 239-8000, www.regi.com",REGI,51.3,63.0,1.8521648306584744,1.6177922312064796,1.981797940439744,1.7356820455266304,0.7565208010664447,1.0017340662216987,0.8714350869278151,0.7717193286608807,,,,,0.06759923412132379,-0.11562453147885456,0.033399338574522174,-0.044911598376538235,0.04148182557194286,0.05424191607807445,0.06266425876169082,0.3150802426396883,5.250054876735777,-4.4680576557773986,5.406963096467671,-11.040865202178695,4.311220217646561,-2.012223129359544,7.7972605184199235,-5.191628776287004,0.4573925700753344,0.4983550647820966,0.5690839723187721,0.7233295136209393,-12.887794948434957,19.424503220047182,12.583433465613279,-10.872297131961545,0.2795929863537628,0.21958107289900705,0.16948987020603834,0.19054039370572085,2014,1,8.74,40749910.0,356154213.40000004,63516000.0,277880000.0,570518213.4000001,6.93,43958800.0,304634484.0,47081000.0,290494000.0,548047484.0,8.45,40902860.0,345629167.0,116210000.0,294083000.0,523502167.0,10.6,38731020.0,410548812.0,77627000.0,279250000.0,612171812.0
United States,2014-01-05,Medical Products,"Spacelabs Medical, Inc.",57.0,Add-on Acquisition,"OSI Systems, Inc., 12525 Chadron Avenue, Hawthorne, California, 90250, United States, (310) 978-0516, www.osi-systems.com",OSIS,51.3,63.0,1.868610454256579,2.1723316257556733,1.509693204833689,1.886552606793901,0.9243911742103256,0.6839280895322795,0.8336513536200693,1.1610311078629616,,,,,0.08365665205758639,0.0927288818015408,0.042782585637490066,0.026797412146925284,0.368611166040472,0.26675520241297423,0.2630793069446401,0.18154634771465186,8.98054326010652,8.30761693321486,8.67542876164314,10.380190229698435,28.265035562700962,21.12039759220887,42.998278731888206,70.59577284494212,2.54357862968398,2.365185102126409,2.0795309141419183,2.6139187061433944,19.711771408352266,16.46167586081901,31.539707705832864,36.705064843102434,1.492955673433016,1.436038563403124,1.355622757262011,1.548337541123325,2014,1,67.88,19942923.0,1353725613.24,38831000.0,10436000.0,1325330613.24,69.79,19716507.0,1376015023.5300002,47593000.0,8556000.0,1336978023.5300002,59.47,18912157.0,1124705976.79,104370000.0,6054000.0,1026389976.79,79.61,18689568.0,1487876508.48,169650000.0,241750000.0,1559976508.48
United States,2014-01-13,E-Commerce,Ideeli,43.0,Add-on Acquisition,"Groupon, Inc., 600 West Chicago Avenue, Suite 400, Chicago, Illinois, 60654, United States, (312) 334-1579, www.groupon.com",GRPN,51.3,63.0,1.070702026440981,0.8934106063438649,0.9001567122899202,0.9461393437488697,1.9201901875394916,2.826739781592593,5.661285076771803,5.6840058492347785,,,,,-0.0009036452503728482,-0.032576309320106564,-0.05691735672937651,0.0127097620607361,-5.719898144779919,0.2390475497885868,0.031003865280684675,0.2087148983261862,1605.9317329691712,265.63437408202026,-797.4794366616991,330.4774878811268,-1300.7516730168284,1711.1369576156376,-201.4116541392796,4286.88726994302,124.63122623088358,75.34284048930758,148.21908155207623,239.81821658106648,582.6628982447537,148.68441944353353,817.7625828151732,621.9299957634124,31.251839514970303,11.96885986809331,13.005008783139186,21.164029692564057,2014,1,143.2,663910194.0,95071939780.79999,1016634000.0,23387000.0,94078692780.79999,54.4,650106225.0,35365778640.0,853362000.0,30943000.0,34543359640.0,68.0,576354258.0,39192089544.0,862977000.0,198714000.0,38527826544.0,107.6,559367075.0,60187897270.0,880129000.0,208253000.0,59516021270.0
United States,2014-01-30,Medical Products,OrthoPro LLC,36.0,Add-on Acquisition,"Wright Medical Group, Inc., 5677 Airline Road, Arlington, Tennessee, 38002, United States",PIH.TO,51.3,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-01-09,Medical Products,Excelsius Surgical LLC,30.0,Add-on Acquisition,"Globus Medical, Inc., 2560 General Armistead Avenue, Audubon, Pennsylvania, 19403, United States, (610) 930-1800, www.globusmedical.com",GMED,51.3,63.0,5.2568447188296865,6.588371164939352,6.43075652130376,6.665112331180902,0.20171183389301292,0.16604503693431227,0.11484380070137655,0.11441053630068053,,,,,0.29226491501377616,0.3172171608049887,0.2788664418415799,0.2671920525427806,0.33292220250717675,0.3473336998350742,0.3365865754487249,0.3682736217692199,13.528284488028845,11.860234020524375,12.086241107614851,20.207847908087032,24.337741904092557,21.2532039119024,24.278746034636434,42.42912872154115,3.844667659628254,3.3509589360904988,3.0445086157788093,4.706329457788874,41.362711970303934,32.72518123609158,23.694451989449462,42.26887021483922,4.744969781036361,4.4001985303431095,4.4916588474345485,7.161708851106251,2014,1,23.58,95457000.0,2250876060.0,82265000.0,0.0,2168611060.0,24.95,96073000.0,2397021350.0,60152000.0,0.0,2336869350.0,26.27,96432000.0,2533268640.0,132639000.0,0.0,2400629640.0,46.53,97887000.0,4554682110.0,118817000.0,0.0,4435865110.0
Canada,2014-01-27,Technology Hardware,"In Motion Technology, Inc.",21.0,Add-on Acquisition,"Sierra Wireless, Inc., 13811 Wireless Way, Richmond, British Columbia, V6V 3A4, Canada, (604) 231-1100, www.sierrawireless.com",SW.TO,51.3,63.0,2.6164667036921507,1.9840398133559567,1.701828516522635,1.6573460781557492,0.444154883400306,0.5248063054011208,0.5997914730740298,0.4758640186585624,,,,,-0.03305239707359582,-0.002655487513943777,0.03199281359698638,0.010487272369981955,0.0704357418643133,-0.6567534076827757,0.21883726834221884,0.4302838247451088,49.900680228350886,17.502777979651164,13.14214639606957,16.235157588492,-85.93671868510056,-251.28935676888563,47.886642833929145,185.7633470374849,4.058407787884392,1.875398385692277,2.0375237842382408,1.6451134569955683,38.24275883921735,-1230.6735164835166,24.965638766519824,-45.902440540217526,2.640347843208033,1.1055445065630358,1.1967635195831106,1.1098930321337075,2014,1,45.96,31512000.0,1448291520.0,207062000.0,0.0,1241229520.0,20.89,32166000.0,671947740.0,93936000.0,0.0,578011740.0,23.0,32032000.0,736736000.0,102772000.0,0.0,633964000.0,23.74,32356000.0,768131440.0,65003000.0,0.0,703128440.0
United States,2014-01-06,Machinery,Pensacola - Remanufacturing Operations Business,12.2,Divestiture,"Standard Motor Products, Inc., 37 - 18 Northern Boulevard, Long Island City, New York, 11101, United States, (718) 392-0200, www.smpcorp.com",SMP,51.3,63.0,1.8579709682692196,1.9668246445497632,1.8138605768722633,1.7352088339506886,0.8002020563780058,0.7375012436890752,0.7429664329702422,0.7360521454676913,-23.505252626313162,-14.98183908045977,-17.867190354402627,-9.03102725366876,0.08338807334209174,0.07623961521644075,0.09312392652874588,0.08640649092455,0.35294117647058826,0.3506335775879519,0.3668256061682053,0.5476037411086456,6.567039074091152,8.149256030572197,8.343114693362228,8.04617242474787,17.726808624388205,17.165953419383722,17.558004361520766,27.55503251657625,2.038649558599825,2.015268278283276,2.405811430491261,2.306669653192741,23.05615718945682,16.76306859462694,13.800403251218716,26.046793151200994,0.7780223097483455,0.8127193029174619,1.0024074132263938,0.9375410810707052,2014,1,33.3093,22899516.0,762766848.2988,13728000.0,83000.0,749121848.2988,34.6286,22811862.0,789942844.4532,18800000.0,62000.0,771204844.4532,46.6951,22722517.0,1061030203.5666999,19796000.0,120000.0,1041354203.5666999,46.0445,22726491.0,1046429914.8495,17323000.0,79000.0,1029185914.8495
United States,2014-01-13,Information Technology,"mVisum, Inc.",3.5,Add-on Acquisition,"Vocera Communications, Inc., 525 Race Street, San Jose, California, 95126, United States, (408) 882-5100, www.vocera.com",VCRA,51.3,63.0,3.3995157384987893,3.0412008541640496,1.7045512291177032,2.141804788213628,0.454876937101185,0.5537627715908111,0.7601627981168009,0.6013515625,,,,,-0.29350104821802936,-0.15980054954556808,-0.08233984215230332,-0.061076336383736274,-0.011571428571428571,-0.02843744363614501,-0.048661576671879314,-0.07486683764056026,-8.307742408206465,-27.47612930833268,-79.42457846345644,-434.71229508196717,-8.01017667844523,-21.84746229393195,-47.780747368421046,-78.07350188125173,2.066435733819508,3.5786566249485303,5.265808721880107,6.6466167968750005,-33.783606557377055,-290.6086236391913,83.04627534685166,173.55506935944513,2.376184486373166,3.5905183213880827,4.125706451759502,5.1254417461398045,2014,1,8.96,25300000.0,226688000.00000003,22600000.0,0.0,204088000.00000003,14.39,25971000.0,373722690.0,20572000.0,0.0,353150690.0,20.28,26859000.0,544700520.0,35033000.0,0.0,509667520.0,29.69,28655000.0,850766950.0,28726000.0,0.0,822040950.0
