symbol,name
ECCA,Eagle Point Credit Company Inc.
SUPN,"Supernus Pharmaceuticals, Inc."
TCX,Tucows Inc.
EVRI,Everi Holdings Inc.
VIV,Telef��nica Brasil S.A.
LOMA,Loma Negra Compa����a Industrial Argentina Sociedad An��nima
MLNEO.PA,N��ocom Multim��dia SA
BOGIX,Bogle Investment Management Small Cap Growth Fund Institutional Class
NSCO-WS,
BOSOX,Boston Trust Walden Small Cap Fund
DRFE.TO,Desjardins RI Emerging Markets Multifactor - Low CO2 ETF
HPJ,
VWICX,Vanguard International Core Stock Fund Investor Shares
ERYP.PA,ERYTECH Pharma S.A.
VWITX,Vanguard Intermediate-Term Tax-Exempt Fund Investor Shares
VWLTX,Vanguard Long-Term Tax-Exempt Fund
PVT-WS,
DLR.TO,Horizons U.S. Dollar Currency ETF
VMGBV.PA,
VMGBT.PA,
VKTX,"Viking Therapeutics, Inc."
RINPX,Royce International Premier Fund Consultant Class
HEWW,iShares Currency Hedged MSCI Mexico ETF
ALDR,
BSMX,"Banco Santander M��xico, S.A., Instituci��n de Banca M��ltiple, Grupo Financiero Santander M��xico"
ALC.TO,Algoma Central Corporation
OSG,"Overseas Shipholding Group, Inc."
ECCB,Eagle Point Credit Company Inc.
TPCO,Tribune Publishing Company
OSK,Oshkosh Corporation
CHEF,"The Chefs' Warehouse, Inc."
ALDOL.PA,Dietswell S.A.
DRFG.TO,Desjardins RI Global Multifactor - Fossil Fuel Reserves Free ETF
DRMU.TO,Desjardins RI USA - Low CO2 Index ETF
DRFU.TO,Desjardins RI USA Multifactor - Low CO2 ETF
DFU.TO,Desjardins USA Multifactor - Controlled Volatility ETF
DXC.TO,Dynamic Active Canadian Dividend ETF
DXO.TO,Dynamic Active Crossover Bond ETF
DXG.TO,Dynamic Active Global Dividend ETF
ENLV,Enlivex Therapeutics Ltd.
CISN,Cision Ltd.
ZEN,"Zendesk, Inc."
BMO,Bank of Montreal
XAN,Exantas Capital Corp.
ALLY,Ally Financial Inc.
ALANV.PA,Anevia Soci��t�� Anonyme
HYIH,Xtrackers Bloomberg Barclays US Investment Grade Corporate ESG ETF
JANEX,Janus Henderson Enterprise Fund Class D
USEG,U.S. Energy Corp.
CRWS,"Crown Crafts, Inc."
SSGAX,SEI Asset Allocation Trust Aggressive Strategy Fund Class F
GCT.TO,GVIC Communications Corp.
VOYA,"Voya Financial, Inc."
WSCGX,Wells Fargo Small Company Growth Fund - Class Inst
CSM,ProShares Large Cap Core Plus
HCCHU,HL Acquisitions Corp.
HYMCW,Hycroft Mining Holding Corporation
PRTK,"Paratek Pharmaceuticals, Inc."
BPIAX,BMO Pyrford International Stock Fund Class A
VWNFX,Vanguard Windsor II Fund Investor Share
QASGX,Federated Hermes MDT Small Cap Growth Fund Class A Shares
MCI,Barings Corporate Investors
BPL,
ZVV,
MMDMR,Modern Media Acquisition Corp.
DRE,Duke Realty Corporation
MMDMU,Modern Media Acquisition Corp.
DCBO.TO,Docebo Inc.
BKNG,Booking Holdings Inc.
VWSTX,Vanguard Short-Term Tax-Exempt Fund
DXCM,"DexCom, Inc."
VWUSX,Vanguard U.S. Growth Fund Investor Shares
VYFXX,Vanguard New York Tax-Exempt Money Market Fund
CLTL,Invesco Treasury Collateral ETF
DYA.TO,dynaCERT Inc.
DXB.TO,Dynamic Active Tactical Bond ETF
DRD,DRDGOLD Limited
WDAY,"Workday, Inc."
FGX.TO,Faircourt Gold Income Corp.
GLIBP,"GCI Liberty, Inc."
BECN,"Beacon Roofing Supply, Inc."
DSMGX,Touchstone International Growth Opportunities Fund Institutional Class
LACQW,
SNOAW,Sonoma Pharmaceuticals Inc
ALGRR,Allegro Merger Corp. RT
KORI.PA,Korian
STNLW,Sentinel Energy Services Inc WT
HEWY,iShares Currency Hedged MSCI South Korea ETF
FMBIP,"First Midwest Bancorp, Inc."
EMG.PA,Euromedis Groupe
ALGEN.PA,genOway S.A.
SIVB,SVB Financial Group
ALFOC.PA,Focus Home Interactive Soci��t�� anonyme
OXSQL,Oxford Square Capital Corp. 6.50% NT 24
EGL.LS,"Mota-Engil, SGPS, S.A."
CJT.TO,Cargojet Inc.
DUKB,Duke Energy Corporation 5.625% 
BNY,BlackRock New York Municipal Income Trust
DUKH,Duke Energy Corporation JR SUB DEB 73
ARMK,Aramark
BOE,BlackRock Enhanced Global Dividend Trust
FLMI,Franklin Liberty Intermediate Municipal Opportunities ETF
NWS,News Corporation
DSL,DoubleLine Income Solutions Fund
ESI.TO,Ensign Energy Services Inc.
AI.TO,Atrium Mortgage Investment Corporation
GRN,iPath Series B Carbon ETN
OXSQZ,Oxford Square Capital Corp. - 6
CGG.TO,China Gold International Resources Corp. Ltd.
DBO.TO,D-BOX Technologies Inc.
ANFI,
OSBCP,Old Second Capital Trust I PFD TR SEC
MWK,"Mohawk Group Holdings, Inc."
MT,ArcelorMittal
ERO.TO,Ero Copper Corp.
BASE.TO,Evolve Global Materials &amp; Mining Enhanced Yield Index ETF
FCCD.TO,Fidelity Canadian High Dividend Index ETF
FCCQ.TO,Fidelity Canadian High Quality Index ETF
FCCL.TO,Fidelity Canadian Low Volatility Index ETF
FCCM.TO,Fidelity Canadian Momentum Index ETF
FCMI.TO,Fidelity Canadian Monthly High Income ETF
FCSB.TO,Fidelity Canadian Short Term Corporate Bond ETF
SWJ,"Stanley Black &amp; Decker, Inc. JR SUB DEB 52"
MMC,"Marsh & McLennan Companies, Inc."
TBI,"TrueBlue, Inc."
ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28
ECCY,Eagle Point Credit Company Inc. 6.75% NT DE 2027
DTJ,DTE Energy Company JR SUB DEB 76
DTQ,DTE Energy Company SUB DEB 62
SRF,The Cushing Energy Income Fund
DTW,DTE Energy Company JR SUB DB 2017 E
BPT,BP Prudhoe Bay Royalty Trust
WTRU,"Aqua America, Inc."
DTY,DTE Energy Company
CCU,Compa����a Cervecer��as Unidas S.A.
MLRAM.PA,Rapha��l Michel S.A.
TEBRX,Teberg Fund
PNSB.BR,Personalized Nursing Services Soci��t�� Anonyme
FM,iShares MSCI Frontier 100 ETF
FLMX,Franklin FTSE Mexico ETF
MIC,Macquarie Infrastructure Corporation
HOMZ,The Hoya Capital Housing ETF
CCM.TO,Canagold Resources Ltd.
FDUS,Fidus Investment Corporation
DSG.TO,The Descartes Systems Group Inc
KDP,Keurig Dr Pepper Inc.
FITTX,Fidelity Managed Retirement Funds - Fidelity Managed Retirement 2025 Fund
IFC.TO,Intact Financial Corporation
EFX.TO,Enerflex Ltd.
PRJIX,T. Rowe Price New Horizons Fund I Class
SWP,"Stanley Black &amp; Decker, Inc. CORP UNIT 2017"
MUH,"BlackRock MuniHoldings Fund II, Inc."
HNGIX,Harbor Global Leaders Fund Retirement Class
ALTM,Altus Midstream Company
SXT,Sensient Technologies Corporation
COMAE.LS,"COMPTA - Equipamentos e Servicos de Informatica, S.A."
UOPSX,ProFunds UltraNASDAQ-100 Fund Service Class
FURIX,Fidelity Income Fund - Fidelity Simplicity RMD 2015 Fund
SEBLX,Touchstone Balanced Fund Class A
KMDVX,Keeley Mid Cap Dividend Value Fund Class A
CPA.LS,"COPAM - Companhia Portuguesa de Amidos, S.A."
NGVT,Ingevity Corporation
ATBUSD,ATBCoin USD
NWQAX,Nuveen NWQ Flexible Income Fund Class A
MEDP,"Medpace Holdings, Inc."
IMFC,
VMGBX.PA,
SHTCX,Columbia Seligman Global Technology Fund Class C
NEO.PA,
BURL,"Burlington Stores, Inc."
TSCIX,AMG TimesSquare Small Cap Growth Fund Class Z
GD,General Dynamics Corporation
GSC,GS Connect S&P GSCI Enhanced Commodity Total Return ETN
BREAX,BlackRock International Dividend Fund Investor A Shares
NEOUSD,Neo USD
JUEZX,JPMorgan U.S. Equity Fund Class R2
VRNL.PA,Verneuil Finance Soci��t�� anonyme
TCMIX,AMG TimesSquare International Small Cap Fund Class Z
HOML,UBS ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN
HURC,"Hurco Companies, Inc."
BREIX,Baron Real Estate Fund Institutional Shares
EBPF.PA,Financiere et Immobiliere de l'Etang de Berre et de la Mediterranee S.A.
GLBZ,Glen Burnie Bancorp
IVA.PA,Inventiva S.A.
BRMAX,iShares Russell Mid-Cap Index Fund Investor A Shares
SDLAX,SEI Institutional Investments Trust Dynamic Asset Allocation Fund Class A
VET,Vermilion Energy Inc.
BQH,BlackRock New York Municipal Bond Trust
MLHIN.PA,Soci��t�� H��teli��re et Immobili��re de Nice S.A.
HNL.TO,Dexterra Group Inc.
PTEZX,PGIM QMA Large-Cap Core Equity Fund- Class Z
GRU,ELEMENTS Linked to the MLCX Grains Index - Total Return
SEUPX,Guggenheim StylePlus - Mid Growth Fund Class P
DXF.TO,Dynamic Active Global Financial Services ETF
SFEPX,Guggenheim StylePlus - Large Core Fund Class P
OXY,Occidental Petroleum Corporation
LGRNX,Loomis Sayles Growth Fund Class N
IMFP,Invesco Multi-Factor Core Plus fixed Income ETF
TUB.BR,Financi��re de Tubize SA
WOW,"WideOpenWest, Inc."
MKL,Markel Corporation
WPM,Wheaton Precious Metals Corp.
CEPU,Central Puerto S.A.
MGR,"Affiliated Managers Group, Inc."
ALEX,"Alexander & Baldwin, Inc."
ML.PA,Compagnie Generale des Etablissements Michelin Societe en commandite par actions
GGN,"GAMCO Global Gold, Natural Resources & Income Trust"
CWCO,Consolidated Water Co. Ltd.
EVRG,"Evergy, Inc."
TCP,"TC PipeLines, LP"
CLNE,Clean Energy Fuels Corp.
CAI,"CAI International, Inc."
MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc."
NWBI,"Northwest Bancshares, Inc."
SABE.PA,Saint Jean Groupe Soci��t�� anonyme
DXN.TO,Dynamic Active Global Infrastructure ETF
DXW.TO,Dynamic Active International Dividend ETF
DXV.TO,Dynamic Active Investment Grade Floating Rate ETF
SHLX,"Shell Midstream Partners, L.P."
PUBBS.PA,PUBLICIS BSA
MLGEQ.PA,Gentlemen's Equity S.A.
ESON.LS,"Estoril Sol, SGPS, S.A."
NNOX,Nano-X Imaging Ltd.
COBH.BR,Brouwerij Handelsmaatschappij NV
JFKKU,8i Enterprises Acquisition Corp.
BSA,BrightSphere Investment Group plc
BRSIX,Bridgeway Ultra Small Company Market Fund
SAIC,Science Applications International Corporation
BSE,BlackRock New York Municipal Income Quality Trust
BRXAX,MFS Blended Research International Equity Fund Class A
PABFX,PGIM Balanced Fund- Class Z
JFKKR,8i Enterprises Acquisition Corp.
ORI,Old Republic International Corporation
CSU,Capital Senior Living Corporation
ALNSC.PA,NSC Groupe SA
CSPR,Casper Sleep Inc.
ENF.TO,Enbridge Income Fund Holdings Inc.
MELE.BR,Melexis NV
MLFDV.PA,FD
MLCHE.PA,Cheops Technology France SA
BFOCX,Berkshire Focus Fund
VZ,Verizon Communications Inc.
DEDAL.PA,Dedalus France S.A.
DXP.TO,Dynamic Active Preferred Shares ETF
MLHBB.PA,Financiere Hoche Bains-Les-Bains SA
MUDSW,
PLIN,"China Xiangtai Food Co., Ltd."
ALGTR.PA,Groupe Tera SA
PHAT,"Phathom Pharmaceuticals, Inc."
CEQP,Crestwood Equity Partners LP
CCON,Direxion Connected Consumer ETF
BST,BlackRock Science and Technology Trust
HMLP,H��egh LNG Partners LP
TEAF,Tortoise Essential Assets Income Term Fund
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF
IWD,iShares Russell 1000 Value ETF
ACOMO.AS,Amsterdam Commodities N.V.
MLP,"Maui Land & Pineapple Company, Inc."
PATI,"Patriot Transportation Holding, Inc."
APOPW,
FTSV,"Forty Seven, Inc."
TCMSX,TCM Small Cap Growth Fund
BSCVX,Bernzott US Small Cap Value Fund
GMAB,Genmab A/S
INPIX,ProFunds Internet UltraSector Fund Investor Class
VEVIX,Victory Sycamore Established Value Fund Class I
JETS,U.S. Global Jets ETF
BSMAX,iShares Russell Small/Mid-Cap Index Fund Investor A Shares
GSG,iShares S&P GSCI Commodity-Indexed Trust
GBLIL,Global Indemnity Limited SUB NT 47
BUFSX,Buffalo Small Cap Fund
ARYAW,ARYA Sciences Acquisition Corp. WT EXP 101025
BUIGX,CBOE Vest S&P 500 Buffer Strategy Fund Class Institutional Shares
APAM.AS,Aperam S.A.
SOLOW,Electrameccanica Vehicles Corp. WT EXP 080323
BUMGX,CBOE Vest S&P 500 Buffer Strategy Fund Class Investor Shares
FUR.AS,Fugro N.V.
EFC,Ellington Financial Inc.
KRP,"Kimbell Royalty Partners, LP"
BXEAX,Barings Emerging Markets Debt Blended Total Return Fund Class A
DSSI,Diamond S Shipping Inc.
INN,"Summit Hotel Properties, Inc."
MVT,"BlackRock MuniVest Fund II, Inc."
CCC,Clarivate Plc
ATUS,"Altice USA, Inc."
GLDI,Credit Suisse X-Links Gold Shares Covered Call ETN
TCI,"Transcontinental Realty Investors, Inc."
TRGP,Targa Resources Corp.
VHI,"Valhi, Inc."
CPF,Central Pacific Financial Corp.
MUC,"BlackRock MuniHoldings California Quality Fund, Inc."
GRPN,"Groupon, Inc."
CLDR,"Cloudera, Inc."
PRVB,"Provention Bio, Inc."
DBL,DoubleLine Opportunistic Credit Fund
DXB,Deutsche Bank Contingent Capital Trust II TR PFD SEC 6.55%
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF
DXU.TO,Dynamic Active U.S. Dividend ETF
DXZ.TO,Dynamic Active U.S. Mid-Cap ETF
ENS.TO,E Split Corp.
E.TO,"Enterprise Group, Inc."
CHGG,"Chegg, Inc."
RTX,Raytheon Technologies Corporation
BTI,British American Tobacco p.l.c.
ALTG,Alta Equipment Group Inc.
VGR,Vector Group Ltd.
EQX.TO,Equinox Gold Corp.
BTT,Blackrock Municipal 2030 Target Term Trust
BUD,Anheuser-Busch InBev SA/NV
CTST,CannTrust Holdings Inc.
HSON,"Hudson Global, Inc."
BROGR,Twelve Seas Investment Company
ALDBS.PA,
CWL.TO,The Caldwell Partners International Inc.
BOXL,Boxlight Corporation
BIR.TO,Birchcliff Energy Ltd.
BROGU,Twelve Seas Investment Company
EMSG,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF
AMHCW,Amplitude Healthcare Acquisition Corporation
GLIF,AGFiQ Global Infrastructure ETF
HF.PA,HF Company SA
BNKD,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs
ALMLB.PA,Miliboo Soci��t�� anonyme
HEC,Hudson Executive Investment Corp.
CDK,"CDK Global, Inc."
AAOI,"Applied Optoelectronics, Inc."
VIRT,"Virtu Financial, Inc."
SWX,"Southwest Gas Holdings, Inc."
GSP,iPath S&P GSCI Total Return Index ETN
IWM,iShares Russell 2000 ETF
CRBN,iShares MSCI ACWI Low Carbon Target ETF
AMRWW,
PNTR,
FIHD,UBS AG FI Enhanced Global High Yield ETN
BXEYX,Barings Emerging Markets Debt Blended Total Return Fund Class Y
HYLN,Hyliion Holdings Corp.
ADES,"Advanced Emissions Solutions, Inc."
TAAAX,Thrivent Aggressive Allocation Fund Class A
CABDX,AB Relative Value Fund Class A
MOV,"Movado Group, Inc."
CLDT,Chatham Lodging Trust
IMRN,Immuron Limited
TYGGX,Touchstone International Growth Opportunities Fund Class Y
ABMAX,American Beacon Mid-Cap Value Fund Class A
OTPSX,ProFunds NASDAQ-100 Fund Service Class
HSACW,Health Sciences Acquisitions Corporation
CAGEX,Calamos Global Equity Fund Class A
IWX,iShares Russell Top 200 Value ETF
GBLIZ,Global Indemnity Limited
MXIM,"Maxim Integrated Products, Inc."
DGLAX,BNY Mellon Global Stock Fund - Class A
IWN,iShares Russell 2000 Value ETF
HJPSX,Hennessy Japan Small Cap Fund Investor Class
IWS,iShares Russell Mid-Cap Value ETF
IWR,iShares Russell Mid-Cap ETF
ARCAD.AS,Arcadis NV
SRET,Global X SuperDividend REIT ETF
POAGX,PRIMECAP Odyssey Aggressive Growth Fund
NUAN,"Nuance Communications, Inc."
CAHEX,Calamos Hedged Equity Fund Class A
BDXA,"Becton, Dickinson and Company"
COFYX,Columbia Contrarian Core Fund Institutional 3 Class
UBER,"Uber Technologies, Inc."
BIEAX,Brandes International Equity Fund A
SBLK,Star Bulk Carriers Corp.
LSS.PA,Lectra SA
APRN,"Blue Apron Holdings, Inc."
BELU.BR,Beluga NV
CATEX,Adaptive Growth Opportunities Fund Institutional Class
ALPOU.PA,Poulaillon SA
PRSP,Perspecta Inc.
DIVS.TO,Evolve Active Canadian Preferred Share Fund
BXS,BancorpSouth Bank
ALMOU.PA,Moulinvest SA
EARN.TO,Evolve Active Global Fixed Income Fund
CARS.TO,Evolve Automobile Innovation Index Fund - Hedged Units
CALEX,Cutler Equity Fund
CYBR.TO,Evolve Cyber Security Index Fund - Hedged Units
PREF.TO,Evolve Dividend Stability Preferred Share Index ETF
MNE,"BlackRock Muni New York Intermediate Duration Fund, Inc."
CASAX,Columbia Pacific/Asia Fund Class A
HERO.TO,Evolve E-Gaming Index ETF
CBHAX,Victory Market Neutral Income Fund Class A
BYM,BlackRock Municipal Income Quality Trust
LEAD.TO,Evolve Future Leadership Hedged
LIFE.TO,Evolve Global Healthcare Enhanced Yield Fund Hedged Units
REVG,"REV Group, Inc."
CBMAX,Wells Fargo C&B Mid Cap Value Fund - Class A
CBMIX,Wells Fargo C&B Mid Cap Value Fund - Class Admin
APTV,Aptiv PLC
CCGIX,Chautauqua Global Growth Fund Institutional Class
USFD,US Foods Holding Corp.
BZM,BlackRock Maryland Municipal Bond Trust
OSLE,Oaktree Specialty Lending Corpo
IGR,CBRE Clarion Global Real Estate Income Fund
MPV,Barings Participation Investors
SPR,"Spirit AeroSystems Holdings, Inc."
HAVLX,Harbor Large Cap Value Fund Institutional Class
MMEAX,Victory Integrity Discovery Fund Class A
NWQCX,Nuveen NWQ Flexible Income Fund Class C
TM,Toyota Motor Corporation
CILGX,Clarkston Fund Institutional Class
HOFT,Hooker Furniture Corporation
SIA.TO,Sienna Senior Living Inc.
PLTR,Palantir Technologies Inc.
TOWR,
CIPDX,Champlain Emerging Markets Fund Advisor Shares
HACAX,Harbor Capital Appreciation Fund Institutional Class
MLLOG.PA,Gestion De Inmuebles Logis Confort Sa
HBMD,"Howard Bancorp, Inc."
IAGG,iShares Core International Aggregate Bond ETF
TS,Tenaris S.A.
AVTX.AS,Avantium N.V.
WHLR,"Wheeler Real Estate Investment Trust, Inc."
CFRIX,Catalyst/CIFC Floating Rate Income Fund Class I
VSNGX,JPMorgan Mid Cap Equity Fund Class I
IGIB,iShares Intermediate-Term Corporate Bond ETF
UA,"Under Armour, Inc."
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund
MCPHY.PA,McPhy Energy S.A.
CTLT,"Catalent, Inc."
UE,Urban Edge Properties
ARYAU,ARYA Sciences Acquisition Corp.
SSNC,"SS&C Technologies Holdings, Inc."
COMB.BR,Compagnie du Bois Sauvage SA
ALDRV.PA,Drone Volt SA
BBV.BR,"Banco Bilbao Vizcaya Argentaria, S.A."
BOH,Bank of Hawaii Corporation
BTCUSD=X,BTC/USD
CAEAX,Columbia Acorn European Fund Class A
MO,"Altria Group, Inc."
WSBC,"WesBanco, Inc."
CCAFX,Calvert Mid-Cap Fund Class A
PPDF,
FBGKX,Fidelity Blue Chip Growth Fund Class K
EWEM,Invesco MSCI Emerging Markets Equal Country Weight ETF
LGRRX,Loomis Sayles Growth Fund Class A
CISMX,Clarkston Partners Fund Institutional Class
VRCA,Verrica Pharmaceuticals Inc.
SSIYX,Sierra Tactical Core Income Fund Class Y
FLLV,Franklin Liberty U.S. Low Volatility ETF
SYF,Synchrony Financial
CAT31.PA,Caisse Regionale de Credit Agricole Mutuel Toulouse 31
CLMAX,Columbia Mortgage Opportunities Fund Class A
ISRA,VanEck Vectors Israel ETF
CLOAX,Clough Global Long/Short Fund Investor Class
DSU,"BlackRock Debt Strategies Fund, Inc."
BOX,"Box, Inc."
IMBI,"iMedia Brands, Inc."
CMCAX,VanEck CM Commodity Index Fund Class A
FWONK,Formula One Group
CMJAX,Calvert US Mid Cap Core Responsible Index Fund Class A
CMJIX,Calvert US Mid Cap Core Responsible Index Fund Class I
FLMB,Franklin Liberty Municipal Bond ETF
LBAI,"Lakeland Bancorp, Inc."
EDGE.TO,Evolve Innovation Index Fund
KOF,"Coca-Cola FEMSA, S.A.B. de C.V."
PAYC,"Paycom Software, Inc."
CFB,"CrossFirst Bankshares, Inc."
NBO,"Neuberger Berman New York Municipal Fund, Inc."
NEXTS.PA,NextStage - S.C.A.
CVG.TO,Clairvest Group Inc.
CALL.TO,Evolve US Banks Enhanced Yield Fund Hedged Units
CEZ,VictoryShares Emerging Market Volatility Wtd ETF
ECT,ECA Marcellus Trust I
UL,Unilever PLC
CFA,VictoryShares US 500 Volatility Wtd ETF
MIN.TO,Excelsior Mining Corp.
EGIF.TO,Exemplar Growth and Income Ser ETF
CORP.TO,Exemplar Investment Grade Fund ETF units
FXC.TO,FAX Capital Corp.
TBC,AT&T Inc. 5.625% Global Notes d
TBB,AT&amp;T Inc. 5.35% GLB NTS 66
ZNH,China Southern Airlines Company Limited
BIMI,BOQI International Medical Inc.
UN,Unilever PLC
SMBC,"Southern Missouri Bancorp, Inc."
CLRG,IQ Chaikin U.S. Large Cap ETF
MDC,"M.D.C. Holdings, Inc."
SPN,"Superior Energy Services, Inc."
OHI,"Omega Healthcare Investors, Inc."
MLAGE.LS,
NS,NuStar Energy L.P.
ATE.PA,Alten S.A.
HCAIX,Harbor Capital Appreciation Fund Investor Class
CBM,
DCM.TO,DATA Communications Management Corp.
CBD,Companhia Brasileira de Distribui����o
^AEX,AEX-INDEX
MITRA.BR,Mithra Pharmaceuticals SA
TAREX,Third Avenue Real Estate Value Fund Institutional Class
MGA,Magna International Inc.
KEG-UN.TO,The Keg Royalties Income Fund
DEEF,Xtrackers FTSE Developed ex US Comprehensive Factor ETF
BEFB.BR,Befimmo SA
IESC,"IES Holdings, Inc."
VREX,Varex Imaging Corporation
IDLB,Invesco FTSE International Low Beta Equal Weight ETF
EURN.BR,Euronav NV
NLFBS.PA,NEOLIFE BS
SSCVX,Columbia Select Small Cap Value Fund Class A
CCGSX,Chautauqua Global Growth Fund Investor Class
EKI.PA,EKINOPS S.A.
PM,Philip Morris International Inc.
MAREL.AS,Marel hf.
OCI.AS,OCI N.V.
CCPIX,Calvert Mid-Cap Fund Class I
NEDAP.AS,Nedap N.V.
NEDSE.AS,MKB Nedsense NV
PRC.PA,Artprice.com
ABT.TO,Absolute Software Corporation
BVI.PA,Bureau Veritas SA
CBS,ViacomCBS Inc.
HNVRX,Harbor Small Cap Value Fund Retirement Class
FCCV.TO,Fidelity Canadian Value Index ETF
MFA,"MFA Financial, Inc."
HWLCX,Hotchkis & Wiley Large Cap Value Fund Class C
KBLMW,
FASDX,Fidelity Advisor Strategic Dividend & Income Fund Class A
DRT.TO,DIRTT Environmental Solutions Ltd.
ONTXW,
IXN,iShares Global Tech ETF
ALOCA.PA,
DMRC,Digimarc Corporation
EPI,WisdomTree India Earnings Fund
MFT,BlackRock MuniYield Investment Quality Fund
MRC,MRC Global Inc.
DVA,DaVita Inc.
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF
CCSMX,Conestoga SMid Cap Fund Investors Class
FCSC,
CDHAX,Calvert International Responsible Index Fund Class A
CDHIX,Calvert International Responsible Index Fund Class I
CEYIX,Calvert Equity Fund Class I
OI,"O-I Glass, Inc."
MLPSH.PA,TPSH Soci��t�� Anonyme
CFHAX,Catalyst Hedged Commodity Strategy Fund Class A
MFC,Manulife Financial Corporation
EWBC,"East West Bancorp, Inc."
MKSI,"MKS Instruments, Inc."
CFHIX,Catalyst Hedged Commodity Strategy Fund Class I
TERP,"TerraForm Power, Inc."
CLRB,"Cellectar Biosciences, Inc."
CFVLX,Commerce Value Fund
CGJAX,Calvert US Large Cap Growth Responsible Index Fund Class A
CAJ,Canon Inc.
CGJIX,Calvert US Large Cap Growth Responsible Index Fund Class I
ASR.TO,Alacer Gold Corp.
CPX.TO,Capital Power Corporation
INB,"Cohen & Steers Global Income Builder, Inc"
INF,Brookfield Global Listed Infrastructure Income Fund Inc.
SOHU,Sohu.com Limited
ALTR.LS,"Altri, SGPS, S.A."
WVVIP,"Willamette Valley Vineyards, Inc."
DXGE,WisdomTree Germany Hedged Equity Fund
SWCH,"Switch, Inc."
FCGB.TO,Fidelity Global Core Plus Bond ETF
FCIG.TO,Fidelity Global Investment Grade Bond ETF
FCGI.TO,Fidelity Global Monthly High Income ETF
EFF,Eaton Vance Floating-Rate Income Plus Fund
CBH,AllianzGI Convertible & Income 2024 Target Term Fund
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust
GKOS,Glaukos Corporation
ATTO,Atento S.A.
EFR,Eaton Vance Senior Floating-Rate Trust
EFT,Eaton Vance Floating-Rate Income Trust
AFGH,"American Financial Group, Inc. 6% SUB DEB 2055"
AFGE,"American Financial Group, Inc."
AFGB,"American Financial Group, Inc. "
FSCVX,Nuveen Small Cap Value Fund Class C
CIHDX,Cullen International High Dividend Fund Retail Class
DEED,First Trust TCW Securitized Plus ETF
EXAC.PA,Exacompta Clairefontaine S.A.
SMAPX,Salient MLP & Energy Infrastructure Fund Class A
ZF,
SMBYX,ClearBridge Mid Cap Fund Class I
FOVAX,First Trust/Confluence Small Cap Value Fund Class A
GVNV.AS,GrandVision N.V.
FWAFX,Fidelity Advisor Worldwide Fund Class A
CGOAX,Columbia Small Cap Growth Fund I Class A
MSA,MSA Safety Incorporated
CHCLX,AB Discovery Growth Fund Class A
RELX,RELX PLC
BCDA,"BioCardia, Inc."
FONR,FONAR Corporation
CIGRX,Calamos International Growth Fund Class A
CIGYX,AB Concentrated International Growth Portfolio Advisor Class
SUI,"Sun Communities, Inc."
SE,Sea Limited
SMCIX,Shelton Capital Management S&P Smallcap Index Fund Direct Shares
SMFYX,American Beacon Stephens Mid-Cap Growth Fund Y Class
BLX.TO,Boralex Inc.
QTRH,Quarterhill Inc.
OFED,Oconee Federal Financial Corp.
PNNT,PennantPark Investment Corporation
CCH,"Utz Brands, Inc."
PAR-UN.TO,
RUSHB,"Rush Enterprises, Inc."
SM,SM Energy Company
CCX,Churchill Capital Corp II
MTCH,"Match Group, Inc."
DKNG,DraftKings Inc.
NWWOX,Virtus Vontobel Global Opportunities Fund Class A
ALEBS.PA,EMOVA BS
PVTL,
FGA.PA,Figeac Aero Soci��t�� Anonyme
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
NEWT.BR,Newtree S.A.
SQBG,"Sequential Brands Group, Inc."
SLVO,Credit Suisse X-Links Silver Shares Covered Call ETN
MLGES.PA,Green Energy 4 Seasons
CIMDX,Clarkston Founders Fund Institutional Class
SFAAX,Wells Fargo Index Asset Allocation Fund - Class A
SINAX,ClearBridge Large Cap Value Fund Class A
ORIA.PA,Fiducial Real Estate SA
DEC.PA,JCDecaux SA
SMVTX,Virtus Ceredex Mid-Cap Value Equity Fund Class I
STLD,"Steel Dynamics, Inc."
VAM,Vivaldi Opportunities Fund
IHD,Voya Emerging Markets High Dividend Equity Fund
SMYIX,QS Global Equity Fund Class I
SNGVX,Sit U.S. Government Securities Fund
FRN,Invesco Frontier Markets ETF
FCID.TO,Fidelity International High Dividend Index ETF
OMI,"Owens & Minor, Inc."
EPP,iShares MSCI Pacific ex Japan ETF
TMI.TO,
AVD,American Vanguard Corporation
EPS,WisdomTree U.S. Earnings 500 Fund
KDNY,"Chinook Therapeutics, Inc."
SMCI,"Super Micro Computer, Inc."
ASFI,"Asta Funding, Inc."
IID,Voya International High Dividend Equity Income Fund
ATAI,
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund
IXP,iShares Global Comm Services ETF
EPV,ProShares UltraShort FTSE Europe
UFPT,"UFP Technologies, Inc."
