Country,Date,Sector,Target,Deal Value (USD/MLNS),Transaction Type,Investor(s),Investors_symbol,Manufact_Index,Non_Manufact_Index,currentRatio_Investor,currentRatioafter_1_year_Investor,currentRatioafter_2_year_Investor,currentRatioafter_3_year_Investor,debtEquityRatio_Investor,debtEquityRatioafter_1_year_Investor,debtEquityRatioafter_2_year_Investor,debtEquityRatioafter_3_year_Investor,dividendPaidAndCapexCoverageRatio_Investor,dividendPaidAndCapexCoverageRatioafter_1_year_Investor,dividendPaidAndCapexCoverageRatioafter_2_year_Investor,dividendPaidAndCapexCoverageRatioafter_3_year_Investor,ebitPerRevenue_Investor,ebitPerRevenueafter_1_year_Investor,ebitPerRevenueafter_2_year_Investor,ebitPerRevenueafter_3_year_Investor,effectiveTaxRate_Investor,effectiveTaxRateafter_1_year_Investor,effectiveTaxRateafter_2_year_Investor,effectiveTaxRateafter_3_year_Investor,enterpriseValueMultiple_Investor,enterpriseValueMultipleafter_1_year_Investor,enterpriseValueMultipleafter_2_year_Investor,enterpriseValueMultipleafter_3_year_Investor,priceEarningsRatio_Investor,priceEarningsRatioafter_1_year_Investor,priceEarningsRatioafter_2_year_Investor,priceEarningsRatioafter_3_year_Investor,priceToBookRatio_Investor,priceToBookRatioafter_1_year_Investor,priceToBookRatioafter_2_year_Investor,priceToBookRatioafter_3_year_Investor,priceToFreeCashFlowsRatio_Investor,priceToFreeCashFlowsRatioafter_1_year_Investor,priceToFreeCashFlowsRatioafter_2_year_Investor,priceToFreeCashFlowsRatioafter_3_year_Investor,priceToSalesRatio_Investor,priceToSalesRatioafter_1_year_Investor,priceToSalesRatioafter_2_year_Investor,priceToSalesRatioafter_3_year_Investor
United States,2000-03-07,Internet Software and Services,Network Solutions LLC,21.0,Add-on Acquisition,"VeriSign, Inc., 12061 Bluemont Way, Reston, Virginia, 20190, United States, (703) 948-3200, www.verisign.com",VRSN,54.9,60.5,1.7834586466165414,1.3081534772182255,0.9029275808936826,1.5873873873873874,0.039250717340696226,0.15846910544113127,0.5142495250158328,0.5180635838150289,,,,,-6.558761583824769,-13.65788938592924,-4.05246787263649,-0.24545365182345424,0.0,0.005798762831344583,0.0020955785816720194,0.09352422907488987,53.22262603174603,29.78270977011494,-0.2915103372840785,253.53020129213047,-3.376368582891992,-0.41091580563042834,-0.33482885937153567,-13.694122724124663,0.5694914363055601,0.8435584844758685,1.0520496643445219,2.5716058497109824,78.97204444444445,-35.917483638743455,25.996657589984352,14.213668115015974,22.15475214827296,5.579698556323709,1.3597335024965211,3.4985771119630393
Mexico,2000-03-01,Communications,Axtel S. A. B. De CV,600.0,"Buyout (LBO, MBO, MBI)","The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,54.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-03-01,Internet Software and Services,"Abilizer Solutions, Inc.",216.0,"Buyout (LBO, MBO, MBI)","The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,54.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2000-03-01,Communications,Viatel Holding Ltd.,3465.0,Stake Purchase,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com\nCCMP Capital Advisors (PE), 277 Park Avenue, 27th Floor, New York, New York, 10172, United States, (212)600-9600, www.ccmpcapital.com",BX,54.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-03-01,Media,"Live Nation Entertainment, Inc.",4400.0,Add-on Acquisition,"iHeartMedia, Inc., 125 W55th St., New York, New York, 10019, United States, www.iheartmedia.com",,54.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-04-25,Internet Software and Services,"AlphaDog Solutions, Inc.",50.0,Venture,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,54.7,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,2000-04-12,Semiconductors,Development Subsidiary - Seagull Semiconductors,19.0,Divestiture,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,54.7,64.0,2.138183217859892,1.585350790513834,2.08155223880597,1.617434289848083,0.24051779446729818,0.2993362831858407,0.3189209938581798,0.3238788397730922,,,,,0.2294484361792054,-0.03920513165567667,0.14327253502511234,0.26554719779637675,0.38567810269399033,-0.16018306636155608,0.3014760147601476,0.2862557350887692,58.54092502375673,60.39501829896907,13.055904512765192,14.884581954329775,140.12796124437781,-97.24464339250493,43.37080871632329,29.15221372275014,14.109574691474506,3.63591697640118,2.8650523764656612,3.7213821649006387,81.08032977662113,23.950951760991014,20.806117815509378,23.061379770064118,19.751764613271344,4.4231852330327905,4.34052026962728,5.525300386693505
United States,2000-04-01,Communications,"Novo Networks, Inc.",1200.0,Stake Purchase,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,54.7,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-05-01,Insurance,ReliaStar Financial Corp.,6100.0,Add-on Acquisition,"ING Groep N.V., Amsterdamse Poort, Bijlmerplein 888, Amsterdam, 1102 MG, Netherlands, +31 20 563 9111, www.ing.com",ING,53.2,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-05-05,Information Technology,"ArrowPoint Communications, Inc.",5700.0,Add-on Acquisition,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,53.2,63.0,2.138183217859892,1.585350790513834,2.08155223880597,1.617434289848083,0.24051779446729818,0.2993362831858407,0.3189209938581798,0.3238788397730922,,,,,0.2294484361792054,-0.03920513165567667,0.14327253502511234,0.26554719779637675,0.38567810269399033,-0.16018306636155608,0.3014760147601476,0.2862557350887692,58.54092502375673,60.39501829896907,13.055904512765192,14.884581954329775,140.12796124437781,-97.24464339250493,43.37080871632329,29.15221372275014,14.109574691474506,3.63591697640118,2.8650523764656612,3.7213821649006387,81.08032977662113,23.950951760991014,20.806117815509378,23.061379770064118,19.751764613271344,4.4231852330327905,4.34052026962728,5.525300386693505
Sweden,2000-05-12,Information Technology,Qeyton Systems AB,800.0,Add-on Acquisition,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,53.2,63.0,2.138183217859892,1.585350790513834,2.08155223880597,1.617434289848083,0.24051779446729818,0.2993362831858407,0.3189209938581798,0.3238788397730922,,,,,0.2294484361792054,-0.03920513165567667,0.14327253502511234,0.26554719779637675,0.38567810269399033,-0.16018306636155608,0.3014760147601476,0.2862557350887692,58.54092502375673,60.39501829896907,13.055904512765192,14.884581954329775,140.12796124437781,-97.24464339250493,43.37080871632329,29.15221372275014,14.109574691474506,3.63591697640118,2.8650523764656612,3.7213821649006387,81.08032977662113,23.950951760991014,20.806117815509378,23.061379770064118,19.751764613271344,4.4231852330327905,4.34052026962728,5.525300386693505
France,2000-05-03,Automotive,Sylea S.A.,343.82,Stake Purchase,"Valeo SA, 43, rue Bayen, Paris, 75017, France, +33 1 40 55 20 20, www.valeo.com",FR.PA,53.2,63.0,0.9165255262521171,0.9172969016833374,0.9738190096755834,1.147655470568673,1.7667009249743062,2.576923076923077,2.4745359352689196,2.5444444444444443,-1.0842490842490842,-1.1446740858505564,-1.4635036496350364,-1.9050131926121372,0.05712719298245614,-0.05198358413132695,0.02611445475874732,0.026532380333549925,0.272552783109405,-0.07894736842105263,0.4140625,0.22448979591836735,4.354861244019139,27.970674846625766,3.6745308310991955,4.728282548476455,11.279429347826088,-6.648426395939086,16.23111111111111,15.860883977900553,1.4220041109969168,1.737055702917772,1.042931937172775,1.4499090909090908,-53.21576923076924,-187.1057142857143,11.179591836734694,10.957328244274809,0.45513486842105266,0.383937854211452,0.2235234112006529,0.31089668615984406
United States,2000-05-11,Communications,PhoneFree.com,121.0,Venture,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,53.2,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-05-01,Media,Crowley Wireless,79.0,"Buyout (LBO, MBO, MBI)","The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,53.2,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-05-26,Financial Services,Security Finance Corp.,32.6,Add-on Acquisition,"Farmers National Banc Corp., 20 South Broad Street, Canfield, Ohio, 44406, United States, (330) 533-3341, www.farmersbankgroup.com",FMNB,53.2,63.0,,,,,7.843220338983051,7.675033025099076,8.235802469135802,9.134663341645885,2.679411764705882,2.1777777777777776,1.8466557911908645,3.9337016574585637,0.3076923076923077,0.36298932384341637,0.3779264214046823,0.41284403669724773,0.30952380952380953,0.28431372549019607,0.2920353982300885,0.2962962962962963,2.7244629388816644,3.59216005001563,3.8424082880434782,4.905627140973546,7.842891228070176,9.248383561643836,11.800569620253164,11.792055731221053,0.631419209039548,0.8918520475561427,1.1509197530864197,1.396814581628429,5.315633769322235,7.129165786694826,8.861644486692015,10.761242021767531,1.63752673992674,2.4026049822064057,3.1178762541806018,3.42582658858104
United States,2000-05-24,Financial Services,"Equity Bancshares, Inc. ",20.4,Add-on Acquisition,"First Interstate BancSystem, Inc., 401 North 31st Street, PO Box 30918, Billings, Montana, 59116, United States, (406) 255-5390, www.fibk.com",,53.2,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-05-11,Chemicals,"St. Mary's Chemicals, Inc.(aka Universal Chemical)",3.3,Add-on Acquisition,"Hawkins, Inc., 2381 Rosegate, Roseville, Minnesota, 55113, United States, (612) 331-6910, www.hawkinsinc.com",HWKN,53.2,63.0,3.2695652173913046,2.668965517241379,3.7244897959183674,3.4100719424460433,0.2328042328042328,0.2673434856175973,0.1837748344370861,0.2343987823439878,-2.3576642335766422,-2.5253807106598987,9.897435897435898,20.26388888888889,0.14387755102040817,0.10009267840593142,0.09619238476953908,0.12884615384615383,0.3900709219858156,-336.9092592592593,-364.24854166666665,-373.13432835820896,2.8258652073732717,-0.012514125166252096,-0.033459619701656416,-0.013046705788023836,5.936862790697674,6.49046106574648,21.072468783999998,7.908567902666666,0.9004765432098766,0.7797339012994924,1.0815339938807946,1.0111411017108067,20.670858299595142,15.945423379515573,24.105038092398523,5.427448560653595,0.52099,0.4270831655866544,1.3091112871823647,0.6387689459846154
United States,2000-06-27,Food,"Nabisco, Inc.",18900.0,Add-on Acquisition,"Mondelez International, Inc., 905 West Fulton Market Suite 200, Chicago, New Jersey, 60607, United States, (847) 943-4000, www.mondelezinternational.com",MDLZ,51.4,66.5,,0.7894084507042254,1.040033477472451,1.0334563032693043,,1.3766078882357953,1.210436667698978,1.077988082719944,,-3.7990867579908674,-15.0,1029.75,,0.10175645756457564,0.1772028395518622,0.17239600128990648,,0.4540179866550624,0.35485095880007594,0.3490460157126824,,10.2205569550931,6.790335775526111,6.471949872495446,,12.578360255047821,6.442841249263406,6.876008285385501,,1.008283243887895,0.8465083307525549,0.8377499053627759,,10.629759317467444,8.622635331230283,7.877720764667106,,0.6988184206642066,0.7356930054166807,0.7707515253144147
United States,2000-06-27,Internet Software and Services,NuSpeed Internet Systems,450.0,Add-on Acquisition,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,51.4,66.5,2.138183217859892,1.585350790513834,2.08155223880597,1.617434289848083,0.24051779446729818,0.2993362831858407,0.3189209938581798,0.3238788397730922,,,,,0.2294484361792054,-0.03920513165567667,0.14327253502511234,0.26554719779637675,0.38567810269399033,-0.16018306636155608,0.3014760147601476,0.2862557350887692,58.54092502375673,60.39501829896907,13.055904512765192,14.884581954329775,140.12796124437781,-97.24464339250493,43.37080871632329,29.15221372275014,14.109574691474506,3.63591697640118,2.8650523764656612,3.7213821649006387,81.08032977662113,23.950951760991014,20.806117815509378,23.061379770064118,19.751764613271344,4.4231852330327905,4.34052026962728,5.525300386693505
Israel,2000-06-05,Technology Hardware,HyNEX Ltd.,127.0,Divestiture,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,51.4,66.5,2.138183217859892,1.585350790513834,2.08155223880597,1.617434289848083,0.24051779446729818,0.2993362831858407,0.3189209938581798,0.3238788397730922,,,,,0.2294484361792054,-0.03920513165567667,0.14327253502511234,0.26554719779637675,0.38567810269399033,-0.16018306636155608,0.3014760147601476,0.2862557350887692,58.54092502375673,60.39501829896907,13.055904512765192,14.884581954329775,140.12796124437781,-97.24464339250493,43.37080871632329,29.15221372275014,14.109574691474506,3.63591697640118,2.8650523764656612,3.7213821649006387,81.08032977662113,23.950951760991014,20.806117815509378,23.061379770064118,19.751764613271344,4.4231852330327905,4.34052026962728,5.525300386693505
United States,2000-06-29,Utilities,National Grid USA -  Ocean State Power (OSP) Plant,61.0,Divestiture,"TC Energy Corporation, 450 - 1 Street SW, Calgary, Alberta, T2P 5H1, Canada, (403) 920-2000, www.tcenergy.com",TRP.TO,51.4,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-06-02,Software,Petrolsoft Corporation,59.6,Add-on Acquisition,"Aspen Technology, Inc., 20 Crosby Drive, Bedford, Massachusetts, 01730, United States, (781) 221-6400, www.aspentech.com",AZPN,51.4,66.5,2.837591537835639,2.173781667434362,1.404091727670323,1.27615679922035,1.1569108381895767,1.022151489531009,1.1606340725329802,8.441464814029485,-2.4740793076039918,,,,0.02891533908009534,-0.0937049294323684,-0.23318798268268642,-0.49836546118783714,0.2997936016511868,0.2999965644003161,-0.032155803159401294,0.0,48.12982570044449,21.313097414077248,6.985921518987341,1.843553111834636,158.57415254237287,-30.859435582822083,-1.8380369338430633,-0.983233291675216,5.087178926464852,3.1270751479584225,0.5588606238277617,3.944828996931674,52.97842678648366,-18.639344262295083,-6.751659922882848,9.401686087990488,3.2106041560204854,2.0241867981868755,0.4423903631894799,0.49000951286095423
United States,2000-07-12,Financial Services,"PaineWebber Group, Inc.",10800.0,Add-on Acquisition,"UBS Group AG, Bahnhofstrasse 45 PO Box, Zurich, 8001, Switzerland, +41 44 234 11 11, www.ubs.com",UBS,52.5,68.0,0.0,0.0,0.0,0.0,23.257514274428125,27.79193351631595,29.291852639036485,42.89776638336728,5.1113569321533925,,,3.620991253644315,0.28181690994730213,0.17863067748733355,0.13236093495198406,0.2035211797456926,0.22753599205692537,0.2085843373493976,0.14921286789869953,0.19519408502772642,3.627232244455159,4.002510950836194,5.179900053754548,5.40120197380162,8.63051219406541,11.170812207527975,13.891642278926529,11.661615228773048,1.4309288181850828,1.2558220951509607,1.1185158660998937,1.7991668083163586,6.686872763886558,5.119304615384616,-11.897401243406179,35.08868198630137,1.8582789161964277,1.4770535443662287,1.4303181237543034,1.9272242758257465
United States,2000-07-17,Food,The Pillsbury Company LLC,10500.0,Divestiture,"General Mills, Inc. , Number 1 General Mills Boulevard, Minneapolis, Minnesota, 55426, United States, (763) 764-7600, www.generalmills.com",GIS,52.5,68.0,0.4705417160933175,0.6373924852874604,0.5980511571254568,0.923054587688734,-16.826989619377162,96.90384615384616,3.6252796420581657,3.365748502994012,11.182113821138211,150.3877551020408,-6.168918918918919,-5.3475409836065575,0.14134328358208956,0.14100028256569652,0.08390992577682728,0.1252617551875119,0.35480464625131997,0.35070140280561124,0.3583208395802099,0.3495440729483283,7.685035756853397,8.160253463811646,25.90367972270364,13.310607866108787,8.008622149837134,8.131124210526316,14.695247161572052,8.568349400218104,-17.014858131487888,103.98456923076924,1.8821093959731543,1.8819584191616765,11.707842857142857,12.592448998602702,16.53666633906634,8.540409130434783,0.7339244776119402,0.7639442780446454,0.8467006164297396,0.7478751570531125
United States,2000-07-20,Insurance,Aetna Financial Services,7700.0,Add-on Acquisition,"ING Groep N.V., Amsterdamse Poort, Bijlmerplein 888, Amsterdam, 1102 MG, Netherlands, +31 20 563 9111, www.ing.com",ING,52.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2000-07-01,Media,Ish - Germany,5205.0,Stake Purchase,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,52.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000-07-17,Utilities,"IPALCO Enterprises, Inc.",2150.0,Add-on Acquisition,"The AES Corporation, 4300 Wilson Boulevard, 11th Floor, Arlington, Virginia, 22203, United States, (703) 522-1315, www.aes.com",AES,52.5,68.0,1.1415403523146253,0.9230311446141638,0.6679465519889418,0.7531987051025127,5.450426106838495,5.632244087380394,-100.04985337243401,45.36279069767442,,-0.5182347532945143,-0.813815434430653,-1.3447993447993447,0.1522941264384995,0.08598691969550766,-0.3071130676552363,0.07605466428995841,0.24730127576054955,0.286783042394015,0.01018483591097699,0.303125,24.865815254237287,8.229516912059426,-37.342318694099404,6.203607727426115,32.185768330733225,12.171590880556778,-1.3763661691816471,-1.8283587264416872,4.288313760133029,0.5998996769077451,-14.163251869965984,1.142369870939535,-11.54509093452714,-2.0937897355967237,-7.666141091521271,1.7797791467536233,3.083407188761022,0.35626078164382974,0.5595075171059315,0.0875613270060606
United States,2000-07-01,Communications,"iPCS, Inc.",330.0,Stake Purchase,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,52.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
